Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
VERSAILLES CHANTIERS;87393009;Dimanche;2018;2018-10-14;N;N;Après 20h;1141
VILLEPREUX LES CLAYES;87393413;JOB;2018;2018-10-16;N;N;Après 20h;65
VILLIERS NEAUPHLE PONTCHARTRAIN;87393884;Dimanche;2018;2018-10-14;N;N;De 16h à 20h;168
CHATEAU THIERRY;87116582;Samedi;2019;2019-05-11;P;P;De 10h à 16h;404
CHATEAU THIERRY;87116582;Samedi;2019;2019-05-11;P;P;De 16h à 20h;160
CHAUFFRY;87116350;Samedi;2019;2019-05-11;P;P;De 10h à 16h;6
CHELLES GOURNAY;87116111;Samedi;2019;2019-03-15;P;P;Après 20h;647
COULOMMIERS;87116301;Dimanche;2019;2019-05-12;P;P;Après 20h;8
COULOMMIERS;87116301;JOB;2019;2019-03-13;P;P;De 6h à 10h;1375
COULOMMIERS;87116301;Samedi;2019;2019-03-15;P;P;De 16h à 20h;289
CRECY LA CHAPELLE;87116772;Dimanche;2019;2019-05-12;P;P;Après 20h;7
GUERARD LA CELLE SUR MORIN;87116269;Samedi;2019;2019-03-15;P;P;De 6h à 10h;13
JOUY SUR MORIN CHAMPGOULIN;87430918;Samedi;2019;2019-05-11;P;P;De 6h à 10h;0
JOUY SUR MORIN EUSTACHE;87430900;JOB;2019;2019-05-14;P;P;Après 20h;0
LA FERTE GAUCHER;87116392;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;0
LA FERTE MILON;87116673;JOB;2019;2019-05-14;P;P;De 10h à 16h;49
LA FERTE SOUS JOUARRE;87116517;JOB;2019;2019-05-14;P;P;De 10h à 16h;478
LAGNY THORIGNY;87116319;Samedi;2019;2019-03-15;P;P;De 6h à 10h;844
LONGUEVILLE;87116137;Samedi;2019;2019-05-11;P;P;De 6h à 10h;122
MAREUIL SUR OURCQ;87116665;Dimanche;2019;2019-05-12;P;P;Après 20h;4
MEAUX;87116103;Dimanche;2019;2019-03-16;P;P;De 10h à 16h;1297
MEAUX;87116103;Samedi;2019;2019-05-11;P;P;De 16h à 20h;1151
MORTCERF;87116244;Dimanche;2019;2019-03-16;P;P;De 6h à 10h;13
MOUROUX;87116285;Dimanche;2019;2019-03-16;P;P;Après 20h;4
NANTEUIL SAACY;87116558;JOB;2019;2019-05-14;P;P;Après 20h;13
NOGENT L'ARTAUD CHARLY;87116566;Samedi;2019;2019-05-11;P;P;De 16h à 20h;51
PARIS EST;87113001;JOB;2019;2019-03-13;P;P;Avant 6h;60
PARIS EST;87113001;JOB;2019;2019-05-16;P;P;De 16h à 20h;4565
SAINT-REMY LA VANNE;87116376;Samedi;2019;2019-05-11;P;P;Après 20h;0
TOURNAN;87116210;Samedi;2019;2019-03-15;P;P;De 16h à 20h;172
VAIRES TORCY;87116293;Dimanche;2019;2019-03-16;P;P;Après 20h;143
VAIRES TORCY;87116293;Samedi;2019;2019-03-15;P;P;Avant 6h;58
VILLIERS MONTBARBIN;87116749;Samedi;2019;2019-05-11;P;P;Avant 6h;2
BOIS LE ROI;87682203;JOB;2017;2017-03-07;R;R;De 6h à 10h;1007
CHAMPAGNE SUR SEINE;87682450;JOB;2017;2017-03-07;R;R;De 16h à 20h;214
CHARTRETTES;87682419;Samedi;2017;2017-03-11;R;R;De 16h à 20h;12
DORDIVES;87684233;JOB;2017;2017-03-07;R;R;De 16h à 20h;14
FERRIERES FONTENAY;87684241;JOB;2017;2017-03-07;R;R;Avant 6h;29
FERRIERES FONTENAY;87684241;Samedi;2017;2017-03-11;R;R;De 16h à 20h;9
FONTAINE LE PORT;87682427;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;16
FONTAINEBLEAU AVON;87682211;JOB;2017;2017-03-07;R;R;Avant 6h;40
FONTAINEBLEAU AVON;87682211;Samedi;2017;2017-03-11;R;R;De 10h à 16h;1063
HERICY;87682435;Samedi;2017;2017-03-11;R;R;De 10h à 16h;20
LIVRY SUR SEINE;87682401;Dimanche;2017;2017-03-12;R;R;De 6h à 10h;12
MORET VENEUX LES SABLONS;87682278;Samedi;2017;2017-03-11;R;R;Avant 6h;8
PARIS GARE DE LYON;87686030;Dimanche;2017;2017-03-12;R;R;De 6h à 10h;862
THOMERY;87682252;Dimanche;2017;2017-03-12;R;R;De 6h à 10h;11
VERNOU SUR SEINE;87682468;JOB;2017;2017-03-07;R;R;Avant 6h;3
EPINAY TRAM 11 EXPRESS;87697292;Samedi;2017;2017-12-02;T11;T11;De 10h à 16h;846
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;Samedi;2017;2017-12-02;T11;T11;De 6h à 10h;189
STAINS LA CERISAIE TRAM 11 EXPRESS;87697334;JOB;2017;2017-11-28;T11;T11;De 6h à 10h;520
ALLEE DE LA TOUR RENDEZ-VOUS;87113878;Dimanche;2015;2015-10-04;T4;T4;De 16h à 20h;106
ALLEE DE LA TOUR RENDEZ-VOUS;87113878;JOB;2015;2015-10-06;T4;T4;De 16h à 20h;359
BONDY;87113407;JOB;2015;2015-10-15;T4;T4;De 6h à 10h;912
BONDY;87113407;Samedi;2015;2015-10-03;T4;T4;De 10h à 16h;1616
BONDY;87113407;Samedi;2015;2015-10-03;T4;T4;De 16h à 20h;1539
L'ABBAYE;87113886;JOB;2015;2015-10-06;T4;T4;Avant 6h;37
REMISE A JORELLE;87988709;Samedi;2015;2015-10-03;T4;T4;De 10h à 16h;330
CHAVILLE RIVE DROITE;87382333;Dimanche;2016;2016-03-13;U;U;De 6h à 10h;9
CHAVILLE RIVE DROITE;87382333;JOB;2016;2016-03-15;U;U;De 6h à 10h;648
CHAVILLE RIVE DROITE;87382333;Samedi;2016;2016-03-12;U;U;De 16h à 20h;97
LA VERRIERE;87393256;Samedi;2016;2016-03-12;U;U;Après 20h;92
SAINT-CYR;87393223;Dimanche;2016;2016-03-13;U;U;De 10h à 16h;277
SAINT-CYR;87393223;Samedi;2016;2016-03-12;U;U;De 16h à 20h;281
TRAPPES;87393835;Dimanche;2016;2016-03-13;U;U;De 6h à 10h;262
ACHERES GRAND CORMIER;87386052;JOB;2018;2018-03-27;A;A;De 6h à 10h;113
ACHERES GRAND CORMIER;87386052;Samedi;2014;2014-05-17;A;A;Avant 6h;4
ACHERES GRAND CORMIER;87386052;Samedi;2014;2014-05-17;A;A;De 16h à 20h;46
CERGY LE HAUT;87382655;JOB;2018;2018-03-27;A;A;Après 20h;289
HOUILLES CARRIERES SUR SEINE;87386409;Samedi;2014;2014-05-17;A;A;Avant 6h;65
MAISONS LAFFITTE;87386425;JOB;2018;2018-03-27;A;A;De 6h à 10h;6717
NEUVILLE UNIVERSITE;87334482;JOB;2018;2018-03-27;A;A;De 10h à 16h;885
POISSY;87386573;Dimanche;2014;2014-05-18;A;A;Après 20h;404
AEROPORT CHARLES DE GAULLE 1;87271460;Samedi;2019;2019-03-16;B;B;De 16h à 20h;1345
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;Dimanche;2019;2019-03-17;B;B;De 10h à 16h;5673
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;Dimanche;2019;2019-03-24;B;B;De 16h à 20h;437
AULNAY SOUS BOIS;87271411;Samedi;2019;2019-03-16;B;B;Avant 6h;513
LE BOURGET;87271395;JOB;2019;2019-03-21;B;B;De 10h à 16h;1597
MITRY CLAYE;87271528;JOB;2019;2019-03-28;B;B;De 10h à 16h;1223
PARC DES EXPOSITIONS;87271486;JOB;2019;2019-03-28;B;B;Avant 6h;21
PARIS NORD;87271031;Dimanche;2019;2019-03-17;B;B;De 16h à 20h;28844
SEVRAN BEAUDOTTES;87271445;Dimanche;2019;2019-03-24;B;B;Après 20h;767
SEVRAN BEAUDOTTES;87271445;Dimanche;2019;2019-03-24;B;B;De 16h à 20h;194
SEVRAN BEAUDOTTES;87271445;JOB;2019;2019-03-28;B;B;De 10h à 16h;3278
VILLEPARISIS MITRY LE NEUF;87271510;JOB;2019;2019-03-28;B;B;Après 20h;287
ABLON;87545269;Samedi;2017;2017-04-22;C;C;De 6h à 10h;278
ATHIS MONS;87545251;Dimanche;2017;2017-04-23;C;C;Avant 6h;3
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;JOB;2017;2017-04-25;C;C;De 6h à 10h;8737
BRIGEOLLET;87111111;JOB;2017;2017-04-25;C;C;De 16h à 20h;5
CERNAY;87276063;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;282
CHANVAL;87661111;Samedi;2017;2017-04-22;C;C;De 10h à 16h;3
CHATEAU D'EAU;87331111;JOB;2017;2017-04-25;C;C;De 16h à 20h;4
CHAVILLE VELIZY;87393173;Samedi;2017;2017-04-22;C;C;De 10h à 16h;731
CHEMIN D'ANTONY;87546317;Samedi;2017;2017-04-22;C;C;Avant 6h;4
DOURDAN;87545525;Samedi;2017;2017-04-22;C;C;De 6h à 10h;142
EPINAY SUR SEINE;87271148;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;662
EPINAY SUR SEINE;87271148;Samedi;2017;2017-04-22;C;C;Après 20h;239
ERMONT EAUBONNE;87276055;Samedi;2017;2017-04-22;C;C;Avant 6h;26
ETAMPES;87545137;JOB;2017;2017-04-25;C;C;De 6h à 10h;1973
GARE DE MONNERVILLE;87551111;JOB;2017;2017-04-25;C;C;Après 20h;0
GENNEVILLIERS;87271205;Samedi;2017;2017-04-22;C;C;De 16h à 20h;555
IGNY;87393561;JOB;2017;2017-04-25;C;C;Avant 6h;24
INVALIDES;87393033;Samedi;2017;2017-04-22;C;C;De 16h à 20h;4525
ISSY VAL DE SEINE;87393306;JOB;2017;2017-04-25;C;C;Avant 6h;30
JUVISY;87545244;JOB;2017;2017-04-25;C;C;De 16h à 20h;10122
JUVISY;87545244;Samedi;2017;2017-04-22;C;C;De 6h à 10h;3704
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;JOB;2017;2017-04-25;C;C;De 10h à 16h;166
LES SAULES;87546226;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;202
LONGJUMEAU;87393611;Dimanche;2017;2017-04-23;C;C;Après 20h;19
LONGJUMEAU;87393611;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;79
MAROLLES EN HUREPOIX;87545186;JOB;2017;2017-04-25;C;C;Après 20h;26
MASSY PALAISEAU;87393579;Samedi;2017;2017-04-22;C;C;Avant 6h;26
MEUDON VAL FLEURY;87393082;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;527
MEUDON VAL FLEURY;87393082;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1362
MONNERVILLE CENTRE;87332940;JOB;2017;2017-04-25;C;C;Après 20h;0
MUSEE D'ORSAY;87547307;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;1685
PEREIRE LEVALLOIS;87381012;JOB;2017;2017-04-25;C;C;De 16h à 20h;4029
PLACE LOULOU GASTE;87112222;JOB;2017;2017-04-25;C;C;De 16h à 20h;14
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;Samedi;2017;2017-04-22;C;C;De 6h à 10h;235
RUNGIS LA FRATERNELLE;87546291;Samedi;2017;2017-04-22;C;C;Avant 6h;2
SAINT-MICHEL SUR ORGE;87545202;JOB;2017;2017-04-25;C;C;De 10h à 16h;1222
SAINT-MICHEL SUR ORGE;87545202;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1340
SAINT-OUEN;87271247;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;185
SAINT-OUEN;87271247;JOB;2017;2017-04-25;C;C;De 16h à 20h;4763
SAINT-QUENTIN EN YVELINES;87393843;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;563
SAINT-QUENTIN EN YVELINES;87393843;JOB;2017;2017-04-25;C;C;De 10h à 16h;1132
SERMAISE;87545517;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;34
VERSAILLES CHANTIERS;87393009;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;852
VILLENEUVE LE ROI;87545277;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;423
VIROFLAY RIVE GAUCHE;87393215;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;907
VIROFLAY RIVE GAUCHE;87393215;JOB;2017;2017-04-25;C;C;De 6h à 10h;2196
VITRY SUR SEINE;87545293;JOB;2017;2017-04-25;C;C;De 16h à 20h;2045
BALLANCOURT;87681437;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;131
BALLANCOURT;87681437;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;49
BOISSISE LE ROI;87682518;Dimanche;2019;2019-03-24;D;D;Après 20h;3
BOISSISE LE ROI;87682518;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;23
BOUSSY SAINT-ANTOINE;87682138;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;1379
BOUTIGNY;87681478;Samedi;2019;2019-03-23;D;D;De 16h à 20h;44
CHATELET LES HALLES;87758607;JOB;2019;2019-03-26;D;D;Après 20h;5875
CHATELET LES HALLES;87758607;Samedi;2019;2019-03-23;D;D;De 16h à 20h;17153
CORBEIL ESSONNES;87681007;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;1232
CORBEIL ESSONNES;87681007;Samedi;2019;2019-03-23;D;D;De 16h à 20h;2875
CREIL;87276006;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;122
CRETEIL POMPADOUR;87608802;Samedi;2019;2019-03-23;D;D;Avant 6h;158
ESSONNES ROBINSON;87681601;Dimanche;2019;2019-03-24;D;D;Après 20h;14
ESSONNES ROBINSON;87681601;JOB;2019;2019-03-26;D;D;Après 20h;16
GARGES SARCELLES;87276196;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;9021
GRIGNY CENTRE;87681379;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;1265
JUVISY;87545244;JOB;2019;2019-03-26;D;D;De 16h à 20h;14804
LA BORNE BLANCHE;87276287;Samedi;2019;2019-03-23;D;D;De 6h à 10h;34
LE PLESSIS CHENET;87681627;Samedi;2019;2019-03-23;D;D;De 16h à 20h;11
LIEUSAINT MOISSY;87682153;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;386
LIEUSAINT MOISSY;87682153;Samedi;2019;2019-03-23;D;D;Avant 6h;102
LOUVRES;87276253;Dimanche;2019;2019-03-24;D;D;Avant 6h;21
MAISONS-ALFORT ALFORTVILLE;87681155;Samedi;2019;2019-03-23;D;D;De 10h à 16h;7000
MAISSE;87681486;Dimanche;2019;2019-03-24;D;D;Après 20h;8
MALESHERBES;87684415;JOB;2019;2019-03-26;D;D;De 10h à 16h;98
MELUN;87682005;Dimanche;2019;2019-03-24;D;D;Avant 6h;97
MONTGERON CROSNE;87682104;Samedi;2019;2019-03-23;D;D;Après 20h;227
ORANGIS BOIS DE L'EPINE;87681346;Samedi;2019;2019-03-23;D;D;Avant 6h;39
PARIS GARE DE LYON;87686030;Dimanche;2019;2019-03-24;D;D;Après 20h;9192
PARIS GARE DE LYON;87686030;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;16539
PARIS GARE DE LYON;87686030;Samedi;2019;2019-03-23;D;D;Avant 6h;377
PIERREFITTE STAINS;87271163;JOB;2019;2019-03-26;D;D;De 16h à 20h;3560
PIERREFITTE STAINS;87271163;JOB;2019;2019-03-26;D;D;De 6h à 10h;6083
PONTHIERRY PRINGY;87682526;JOB;2019;2019-03-26;D;D;De 16h à 20h;154
SAINT-DENIS;87271015;JOB;2019;2019-03-26;D;D;De 6h à 10h;9590
SAVIGNY LE TEMPLE NANDY;87682187;JOB;2019;2019-03-26;D;D;Après 20h;287
SAVIGNY LE TEMPLE NANDY;87682187;Samedi;2019;2019-03-23;D;D;Après 20h;465
SAVIGNY LE TEMPLE NANDY;87682187;Samedi;2019;2019-03-23;D;D;Avant 6h;114
STADE DE FRANCE SAINT-DENIS;87164780;JOB;2019;2019-03-26;D;D;De 6h à 10h;1137
SURVILLIERS FOSSES;87276261;JOB;2019;2019-03-26;D;D;Après 20h;120
VILLENEUVE SAINT-GEORGES;87681825;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;8557
VILLENEUVE SAINT-GEORGES;87681825;Samedi;2019;2019-03-23;D;D;De 16h à 20h;5957
VOSVES;87682500;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;0
YERRES;87682112;JOB;2019;2019-03-26;D;D;De 10h à 16h;1388
BONDY;87113407;JOB;2016;2016-10-04;E;E;De 10h à 16h;3057
CHELLES GOURNAY;87116111;Dimanche;2016;2016-10-02;E;E;De 10h à 16h;1660
CHELLES GOURNAY;87116111;Dimanche;2016;2016-10-02;E;E;De 16h à 20h;1079
GRETZ ARMAINVILLIERS;87116012;Dimanche;2016;2016-10-02;E;E;De 6h à 10h;129
GRETZ ARMAINVILLIERS;87116012;Samedi;2016;2016-10-01;E;E;De 16h à 20h;173
LE CHENAY GAGNY;87113522;Samedi;2016;2016-10-01;E;E;De 10h à 16h;1167
NOISY LE SEC;87113217;Dimanche;2016;2016-10-02;E;E;Avant 6h;167
TOURNAN;87116210;Samedi;2016;2016-10-01;E;E;Après 20h;100
VAL DE FONTENAY;87113712;JOB;2016;2016-10-04;E;E;Avant 6h;155
VAL DE FONTENAY;87113712;JOB;2016;2016-10-04;E;E;De 16h à 20h;14480
BESSANCOURT;87276642;JOB;2019;2019-10-10;H;H;De 10h à 16h;276
CERNAY;87276063;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;303
CREIL;87276006;Samedi;2019;2019-10-12;H;H;De 16h à 20h;129
DOMONT;87276436;Samedi;2019;2019-10-12;H;H;De 6h à 10h;420
EPINAY VILLETANEUSE;87271122;Samedi;2019;2019-10-12;H;H;Après 20h;1427
EPLUCHES;87276147;Samedi;2019;2019-10-12;H;H;Après 20h;7
FREPILLON;87276659;Samedi;2019;2019-10-12;H;H;De 16h à 20h;66
GROS NOYER SAINT-PRIX;87276592;Samedi;2019;2019-10-12;H;H;Après 20h;166
L'ISLE ADAM PARMAIN;87276527;Dimanche;2019;2019-10-13;H;H;Avant 6h;11
MONTSOULT MAFFLIERS;87276493;JOB;2019;2019-10-10;H;H;De 16h à 20h;681
NOINTEL MOURS;87276758;JOB;2019;2019-10-10;H;H;De 16h à 20h;101
PERSAN BEAUMONT;87276469;Dimanche;2019;2019-10-13;H;H;Avant 6h;108
PONTOISE;87276139;Dimanche;2019;2019-10-13;H;H;Après 20h;402
PRECY SUR OISE;87276410;JOB;2019;2019-10-10;H;H;Après 20h;2
PRECY SUR OISE;87276410;JOB;2019;2019-10-10;H;H;De 16h à 20h;22
SAINT-DENIS;87271015;Samedi;2019;2019-10-12;H;H;Avant 6h;437
SAINT-LEU LA FORET;87276600;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;180
SAINT-OUEN L'AUMONE;87276105;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;176
SARCELLES SAINT-BRICE;87276386;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;535
SARCELLES SAINT-BRICE;87276386;Samedi;2019;2019-10-12;H;H;De 6h à 10h;1151
SEUGY;87272039;JOB;2019;2019-10-10;H;H;De 16h à 20h;28
VALMONDOIS;87276535;JOB;2019;2019-10-10;H;H;De 10h à 16h;415
VALMONDOIS;87276535;Samedi;2019;2019-10-12;H;H;Avant 6h;6
VAUCELLES;87276626;JOB;2019;2019-10-10;H;H;De 6h à 10h;642
VIARMES;87276568;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;95
ASNIERES SUR SEINE;87381137;Dimanche;2019;2019-03-17;J;J4;De 16h à 20h;1245
BOIS COLOMBES;87381079;Samedi;2019;2019-03-16;J;J4;De 6h à 10h;1055
COLOMBES;87381087;Dimanche;2019;2019-03-17;J;J4;De 16h à 20h;1285
AUBERGENVILLE ELISABETHVILLE;87386730;Dimanche;2016;2016-11-20;J;J5;Avant 6h;12
AUBERGENVILLE ELISABETHVILLE;87386730;Dimanche;2016;2016-11-20;J;J5;De 10h à 16h;242
EPONE MEZIERES;87386763;Dimanche;2016;2016-11-20;J;J5;De 6h à 10h;56
EPONE MEZIERES;87386763;Samedi;2016;2016-11-19;J;J5;De 6h à 10h;169
HOUILLES CARRIERES SUR SEINE;87386409;Dimanche;2016;2016-11-20;J;J5;De 6h à 10h;138
LES CLAIRIERES DE VERNEUIL;87386664;Samedi;2016;2016-11-19;J;J5;De 16h à 20h;77
POISSY;87386573;Samedi;2016;2016-11-19;J;J5;De 10h à 16h;1412
VERNOUILLET VERNEUIL;87386656;Samedi;2016;2016-11-19;J;J5;Avant 6h;26
ANDRESY;87381491;JOB;2018;2018-01-23;J;J6;Avant 6h;11
CHARS;87381194;Dimanche;2016;2016-11-20;J;J6;De 6h à 10h;4
CHARS;87381194;JOB;2018;2018-01-23;J;J6;De 10h à 16h;46
GISORS;87381244;Dimanche;2016;2016-11-20;J;J6;De 16h à 20h;106
GISORS;87381244;JOB;2018;2018-01-23;J;J6;De 6h à 10h;583
GISORS;87381244;Samedi;2016;2016-11-19;J;J6;De 6h à 10h;70
JUZIERS;87381558;JOB;2018;2018-01-23;J;J6;De 10h à 16h;92
LE STADE;87381095;Samedi;2016;2016-11-19;J;J6;Après 20h;19
MAURECOURT;87381483;JOB;2018;2018-01-23;J;J6;De 6h à 10h;372
MEULAN HARDRICOURT;87381830;Samedi;2016;2016-11-19;J;J6;De 16h à 20h;113
THUN LE PARADIS;87381822;Dimanche;2016;2016-11-20;J;J6;De 16h à 20h;42
TRIEL SUR SEINE;87381806;Samedi;2016;2016-11-19;J;J6;Avant 6h;8
VAUX SUR SEINE;87381814;Dimanche;2016;2016-11-20;J;J6;De 6h à 10h;19
VAUX SUR SEINE;87381814;JOB;2018;2018-01-23;J;J6;De 10h à 16h;102
LE PLESSIS BELLEVILLE;87271551;Dimanche;2019;2019-03-17;K;K;De 6h à 10h;21
MITRY CLAYE;87271528;JOB;2019;2019-03-14;K;K;De 10h à 16h;87
NANTEUIL LE HAUDOIN;87271577;JOB;2019;2019-03-14;K;K;De 6h à 10h;340
ORMOY VILLERS;87271585;Samedi;2019;2019-03-16;K;K;Avant 6h;1
PARIS NORD;87271031;Samedi;2019;2019-03-16;K;K;De 16h à 20h;622
SAINT-GERMAIN EN LAYE BEL AIR FOURQUEUX;87366922;JOB;2016;2016-03-15;L;GCO;Après 20h;13
SAINT-GERMAIN EN LAYE BEL AIR FOURQUEUX;87366922;JOB;2016;2016-03-15;L;GCO;Avant 6h;7
SAINT-GERMAIN EN LAYE BEL AIR FOURQUEUX;87366922;JOB;2016;2016-03-15;L;GCO;De 6h à 10h;145
BECON LES BRUYERES;87382002;Samedi;2019;2019-03-16;L;L2;De 6h à 10h;738
CLICHY LEVALLOIS;87381129;Dimanche;2019;2019-03-17;L;L2;Après 20h;305
COURBEVOIE;87382200;Samedi;2019;2019-03-16;L;L2;De 6h à 10h;614
L'ETANG LA VILLE;87382473;JOB;2019;2019-03-14;L;L2;Avant 6h;12
L'ETANG LA VILLE;87382473;Samedi;2019;2019-03-16;L;L2;De 6h à 10h;71
LA CELLE SAINT-CLOUD;87382432;Dimanche;2019;2019-03-17;L;L2;Après 20h;105
LE VAL D'OR;87382366;Samedi;2019;2019-03-16;L;L2;Avant 6h;11
LOUVECIENNES;87382457;Samedi;2019;2019-03-16;L;L2;De 10h à 16h;357
MONTREUIL;87382879;Dimanche;2019;2019-03-17;L;L2;De 10h à 16h;625
MONTREUIL;87382879;JOB;2019;2019-03-14;L;L2;Après 20h;131
MONTREUIL;87382879;JOB;2019;2019-03-14;L;L2;De 16h à 20h;1015
PARIS SAINT-LAZARE;87384008;Samedi;2019;2019-03-16;L;L2;De 6h à 10h;2888
PUTEAUX;87382382;JOB;2019;2019-03-14;L;L2;Avant 6h;50
SAINT-CLOUD;87382358;Samedi;2019;2019-03-16;L;L2;De 10h à 16h;2319
SEVRES VILLE D'AVRAY;87382341;JOB;2019;2019-03-14;L;L2;De 6h à 10h;1569
SEVRES VILLE D'AVRAY;87382341;Samedi;2019;2019-03-16;L;L2;De 6h à 10h;282
VAUCRESSON;87382267;Samedi;2019;2019-03-16;L;L2;Après 20h;152
VAUCRESSON;87382267;Samedi;2019;2019-03-16;L;L2;De 6h à 10h;203
VERSAILLES RIVE DROITE;87382861;Samedi;2019;2019-03-16;L;L2;De 6h à 10h;723
VIROFLAY RIVE DROITE;87382887;Dimanche;2019;2019-03-17;L;L2;De 10h à 16h;620
VIROFLAY RIVE DROITE;87382887;JOB;2019;2019-03-14;L;L2;Après 20h;231
ASNIERES SUR SEINE;87381137;JOB;2018;2018-03-27;L;L3;De 16h à 20h;2458
CLICHY LEVALLOIS;87381129;JOB;2018;2018-03-27;L;L3;Avant 6h;74
CLICHY LEVALLOIS;87381129;Samedi;2014;2014-05-17;L;L3;De 10h à 16h;2015
HOUILLES CARRIERES SUR SEINE;87386409;Samedi;2014;2014-05-17;L;L3;De 10h à 16h;688
LA GARENNE COLOMBES;87386003;Samedi;2014;2014-05-17;L;L3;Avant 6h;23
MAISONS LAFFITTE;87386425;Samedi;2014;2014-05-17;L;L3;Avant 6h;37
MAISONS LAFFITTE;87386425;Samedi;2014;2014-05-17;L;L3;De 10h à 16h;272
PONT CARDINET;87381111;JOB;2018;2018-03-27;L;L3;De 6h à 10h;1842
SARTROUVILLE;87386417;Dimanche;2014;2014-05-18;L;L3;De 10h à 16h;290
CHAVILLE RIVE GAUCHE;87393207;Dimanche;2018;2018-10-14;N;N;De 6h à 10h;139
CHAVILLE RIVE GAUCHE;87393207;Samedi;2018;2018-10-20;N;N;De 16h à 20h;344
CHAVILLE RIVE GAUCHE;87393207;Samedi;2018;2018-10-20;N;N;De 6h à 10h;223
CLAMART;87391565;Samedi;2018;2018-10-20;N;N;De 10h à 16h;1125
FONTENAY LE FLEURY;87393405;JOB;2018;2018-10-16;N;N;Après 20h;79
FONTENAY LE FLEURY;87393405;JOB;2018;2018-10-16;N;N;De 10h à 16h;766
FONTENAY LE FLEURY;87393405;JOB;2018;2018-10-16;N;N;De 16h à 20h;861
GARANCIERES LA QUEUE;87393439;Dimanche;2018;2018-10-14;N;N;De 16h à 20h;102
LE PERRAY;87393298;Dimanche;2018;2018-10-14;N;N;De 10h à 16h;155
LE PERRAY;87393298;Samedi;2018;2018-10-20;N;N;De 16h à 20h;157
MAREIL SUR MAULDRE;87381715;JOB;2018;2018-10-16;N;N;De 6h à 10h;93
MAREIL SUR MAULDRE;87381715;Samedi;2018;2018-10-20;N;N;Après 20h;6
PLAISIR LES CLAYES;87393629;Dimanche;2018;2018-10-14;N;N;Après 20h;57
RAMBOUILLET;87393314;JOB;2018;2018-10-16;N;N;De 6h à 10h;1349
TRAPPES;87393835;JOB;2018;2018-10-16;N;N;De 6h à 10h;1992
VANVES MALAKOFF;87391532;Dimanche;2018;2018-10-14;N;N;De 6h à 10h;66
VIROFLAY RIVE GAUCHE;87393215;JOB;2018;2018-10-16;N;N;Avant 6h;20
CHANGIS SAINT-JEAN;87116509;Samedi;2019;2019-05-11;P;P;Après 20h;6
CHATEAU THIERRY;87116582;Samedi;2019;2019-05-11;P;P;Avant 6h;32
CHEZY SUR MARNE;87116574;Samedi;2019;2019-05-11;P;P;De 10h à 16h;22
COUILLY SAINT-GERMAIN QUINCY;87116731;JOB;2019;2019-05-14;P;P;De 6h à 10h;92
COUILLY SAINT-GERMAIN QUINCY;87116731;Samedi;2019;2019-05-11;P;P;Avant 6h;6
CRECY LA CHAPELLE;87116772;Samedi;2019;2019-05-11;P;P;Après 20h;33
ISLES ARMENTIERES CONGIS;87116616;JOB;2019;2019-05-14;P;P;Après 20h;5
JOUY SUR MORIN CHAMPGOULIN;87430918;Dimanche;2019;2019-05-12;P;P;De 16h à 20h;0
